case,ebno_db,noise_variance_no,rx_ant,subcarrier_f,symbol_s,pilot_mask_F,nonzero_dmrs_on_selected_port,tx_real,tx_imag,y_real,y_imag,h_true_real,h_true_imag,h_ls_real,h_ls_imag,err_var_rx_ant,err_var_mean_over_rx
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,0,0,0,-0.9486832618713379,0.3162277638912201,-0.7380272746086121,0.650447428226471,0.8718510866165161,-0.612667441368103,0.807539701461792,-0.6393522024154663,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,1,0,0,-0.3162277638912201,-0.9486832618713379,-0.5952197909355164,-0.7505871057510376,0.8846750855445862,-0.5952435731887817,0.8551381826400757,-0.6214233636856079,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,2,1,1,1.0,1.0,1.6403958797454834,0.3069473206996918,0.901312530040741,-0.5714061260223389,0.9027366638183594,-0.6034945249557495,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,3,0,0,-0.3162277638912201,0.3162277638912201,-0.8995615839958191,0.7043574452400208,0.9159608483314514,-0.5497384667396545,0.9503351449966431,-0.5855656862258911,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,4,0,0,-0.9486832618713379,-0.9486832618713379,-1.385388970375061,-0.14724257588386536,0.9350493550300598,-0.5192579627037048,0.9979336261749268,-0.5676368474960327,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,5,0,0,0.3162277638912201,-0.9486832618713379,-0.29388222098350525,-1.2646106481552124,0.9507917165756226,-0.49306052923202515,1.0455321073532104,-0.5497080087661743,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,6,0,0,0.9486832618713379,0.3162277638912201,0.5716637372970581,0.25145262479782104,0.9681388735771179,-0.4619559943675995,1.0931305885314941,-0.5317791700363159,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,7,0,0,-0.3162277638912201,0.9486832618713379,0.017144642770290375,1.527374029159546,0.9849810004234314,-0.42953720688819885,1.1407289505004883,-0.5138502717018127,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,8,0,0,-0.9486832618713379,-0.9486832618713379,-1.2162562608718872,-0.3324795365333557,0.9987713098526001,-0.40192943811416626,1.188327431678772,-0.49592143297195435,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,9,0,0,-0.9486832618713379,-0.3162277638912201,-1.684624433517456,-0.2939896583557129,1.0135098695755005,-0.36971938610076904,1.2359259128570557,-0.47799259424209595,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,10,0,0,-0.3162277638912201,-0.3162277638912201,-0.721485435962677,-0.481354296207428,1.026097297668457,-0.3409099280834198,1.2835243940353394,-0.46006375551223755,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,11,1,1,1.0,1.0,1.910461187362671,0.6911473870277405,1.0389009714126587,-0.3088243901729584,1.331122875213623,-0.44213491678237915,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,12,0,0,0.9486832618713379,-0.9486832618713379,1.0188512802124023,-1.3951843976974487,1.049796462059021,-0.28034302592277527,1.3787213563919067,-0.42420607805252075,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,0,13,0,0,0.9486832618713379,-0.3162277638912201,1.0389678478240967,-0.44429296255111694,1.057849645614624,-0.2607205808162689,1.4263198375701904,-0.40627720952033997,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,0,0,0,0.9486832618713379,-0.9486832618713379,0.41863366961479187,-1.5228486061096191,0.9080144762992859,-0.6465772986412048,0.807539701461792,-0.6393522024154663,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,1,0,0,0.3162277638912201,-0.9486832618713379,-0.11701971292495728,-1.1744084358215332,0.9217516183853149,-0.6300852298736572,0.8551381826400757,-0.6214233636856079,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,2,1,0,0.0,0.0,0.036945343017578125,-0.10923244059085846,0.9395421743392944,-0.6069158911705017,0.9027366638183594,-0.6034945249557495,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,3,0,0,0.3162277638912201,0.3162277638912201,0.4729436933994293,0.24393101036548615,0.9552468657493591,-0.5860108733177185,0.9503351449966431,-0.5855656862258911,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,4,0,0,0.3162277638912201,0.9486832618713379,0.4872300922870636,0.8349457383155823,0.9757278561592102,-0.5559138655662537,0.9979336261749268,-0.5676368474960327,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,5,0,0,-0.9486832618713379,0.9486832618713379,-0.1660001575946808,1.4865103960037231,0.9926829934120178,-0.5302825570106506,1.0455321073532104,-0.5497080087661743,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,6,0,0,0.9486832618713379,0.3162277638912201,1.0090768337249756,-0.6187490820884705,1.0114234685897827,-0.49952343106269836,1.0931305885314941,-0.5317791700363159,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,7,0,0,-0.3162277638912201,-0.3162277638912201,-0.508159875869751,-0.3206506669521332,1.0296975374221802,-0.4673825204372406,1.1407289505004883,-0.5138502717018127,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,8,0,0,0.9486832618713379,-0.3162277638912201,0.984109103679657,-0.7151568531990051,1.0447231531143188,-0.4402643144130707,1.188327431678772,-0.49592143297195435,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,9,0,0,-0.3162277638912201,-0.3162277638912201,-0.07470564544200897,-0.7325642704963684,1.0608631372451782,-0.40832483768463135,1.2359259128570557,-0.47799259424209595,0.03167392686009407,0.03167392686009407
twc_mild_dmrsrich,7.0,0.1266956925392151,0,1,10,0,0,-0.3162277638912201,0.3162277638912201,-0.18596486747264862,0.6928793787956238,1.074711561203003,-0.3799363672733307,1.2835243940353394,-0.46006375551223755,0.03167392686009407,0.03167392686009407
