receiver,ebno_db,ber,bler,nmse,bit_errors,num_bits,block_errors,num_blocks,num_batches_run,reliable_ber,reliable_bler
baseline_ls_lmmse,0.0,0.17834595078272178,1.0,0.1440093676210381,26368309,147849216,24576,24576,256,True,True
baseline_ddcpe_ls_lmmse,0.0,0.17820877724505485,1.0,0.1435157367377542,26348028,147849216,24576,24576,256,True,True
paper_cfgres_phaseaware_ls_lmmse,0.0,0.17107722776155945,1.0,0.09405046069878154,25293634,147849216,24576,24576,256,True,True
upair5g_lmmse,0.0,0.16070683797200522,1.0,0.031949432188412175,23760380,147849216,24576,24576,256,True,True
perfect_csi_lmmse,0.0,0.15003263865802305,1.0,0.0,22182208,147849216,24576,24576,256,True,True
baseline_ls_lmmse,1.0,0.15517577042816377,1.0,0.11748632916714996,22942616,147849216,24576,24576,256,True,True
baseline_ddcpe_ls_lmmse,1.0,0.15484295838268092,1.0,0.11660673440201208,22893410,147849216,24576,24576,256,True,True
paper_cfgres_phaseaware_ls_lmmse,1.0,0.14905228851534796,1.0,0.08279193573980592,22037264,147849216,24576,24576,256,True,True
upair5g_lmmse,1.0,0.13601729210386884,1.0,0.024686681150342338,20110050,147849216,24576,24576,256,True,True
perfect_csi_lmmse,1.0,0.1239735353077557,1.0,0.0,18329390,147849216,24576,24576,256,True,True
baseline_ls_lmmse,2.0,0.12967146880237768,1.0,0.09641846906743012,19171825,147849216,24576,24576,256,True,True
baseline_ddcpe_ls_lmmse,2.0,0.128931850406295,1.0,0.09500848650350235,19062473,147849216,24576,24576,256,True,True
paper_cfgres_phaseaware_ls_lmmse,2.0,0.1244401255397932,1.0,0.07306897931266576,18398375,147849216,24576,24576,256,True,True
upair5g_lmmse,2.0,0.10519092640978225,1.0,0.019412640474911314,15552396,147849216,24576,24576,256,True,True
perfect_csi_lmmse,2.0,0.08713801363681226,1.0,0.0,12883287,147849216,24576,24576,256,True,True
baseline_ls_lmmse,3.0,0.09677348576538952,1.0,0.07981164183001965,14307884,147849216,24576,24576,256,True,True
baseline_ddcpe_ls_lmmse,3.0,0.09487674253206727,1.0,0.07774965278804302,14027452,147849216,24576,24576,256,True,True
paper_cfgres_phaseaware_ls_lmmse,3.0,0.09160606573659477,0.9998779296875,0.06582644625450484,13543885,147849216,24573,24576,256,True,True
upair5g_lmmse,3.0,0.05081213281509724,0.9274495442708334,0.015666353960114066,7512534,147849216,22793,24576,256,True,True
perfect_csi_lmmse,3.0,0.02451461764937597,0.6092936197916666,0.0,3624467,147849216,14974,24576,256,True,True
baseline_ls_lmmse,4.0,0.04422183746987201,0.7931315104166666,0.06643279560375959,6538164,147849216,19492,24576,256,True,True
baseline_ddcpe_ls_lmmse,4.0,0.0388027624035558,0.760986328125,0.06357832821959164,5736958,147849216,18702,24576,256,True,True
paper_cfgres_phaseaware_ls_lmmse,4.0,0.040312631755855914,0.71923828125,0.059593871104880236,5960191,147849216,17676,24576,256,True,True
upair5g_lmmse,4.0,0.008033035494757037,0.21183268229166666,0.012832300904847216,1187678,147849216,5206,24576,256,True,True
perfect_csi_lmmse,4.0,0.0026368689029774768,0.08056640625,0.0,389859,147849216,1980,24576,256,True,True
baseline_ls_lmmse,5.0,0.011739054470197529,0.2650960286458333,0.05596528499154374,1735610,147849216,6515,24576,256,True,True
baseline_ddcpe_ls_lmmse,5.0,0.007088938503400654,0.18733723958333334,0.05223522079177201,1048094,147849216,4604,24576,256,True,True
paper_cfgres_phaseaware_ls_lmmse,5.0,0.011200262299666168,0.2508138020833333,0.054688525313395076,1655950,147849216,6164,24576,256,True,True
upair5g_lmmse,5.0,0.0008971437494805518,0.025797526041666668,0.010752981321275001,132642,147849216,634,24576,256,True,True
perfect_csi_lmmse,5.0,0.0002211036411583001,0.008097330729166666,0.0,32690,147849216,199,24576,256,True,True
baseline_ls_lmmse,6.0,0.0029846463956199106,0.07169495884773662,0.047634628072473005,558492,187121664,2230,31104,324,True,True
baseline_ddcpe_ls_lmmse,6.0,0.0010650557275933587,0.02970679012345679,0.04305687666307261,199295,187121664,924,31104,324,True,True
paper_cfgres_phaseaware_ls_lmmse,6.0,0.0028565265430730673,0.07108410493827161,0.05071410080303013,534518,187121664,2211,31104,324,True,True
upair5g_lmmse,6.0,9.453207940690395e-05,0.0032150205761316874,0.00916365731254588,17689,187121664,100,31104,324,True,True
perfect_csi_lmmse,6.0,1.4765794301615445e-05,0.0006108539094650206,0.0,2763,187121664,19,31104,324,True,False
baseline_ls_lmmse,7.0,0.0008810648681424188,0.021067301432291668,0.040982147726026597,521059,591396864,2071,98304,1024,True,True
baseline_ddcpe_ls_lmmse,7.0,0.00018924855171365942,0.005340576171875,0.03564219789404888,111921,591396864,525,98304,1024,True,True
paper_cfgres_phaseaware_ls_lmmse,7.0,0.0009128557029345357,0.022908528645833332,0.04720898691084585,539860,591396864,2252,98304,1024,True,True
upair5g_lmmse,7.0,1.0799854359728225e-05,0.0004170735677083333,0.007893660595527763,6387,591396864,41,98304,1024,True,True
perfect_csi_lmmse,7.0,1.5725480749251996e-06,7.120768229166667e-05,0.0,930,591396864,7,98304,1024,True,False
baseline_ls_lmmse,8.0,0.0003220307911541445,0.007303873697916667,0.03570953579765046,190448,591396864,718,98304,1024,True,True
baseline_ddcpe_ls_lmmse,8.0,5.1995541187042885e-05,0.001220703125,0.029788671630740282,30750,591396864,120,98304,1024,True,True
paper_cfgres_phaseaware_ls_lmmse,8.0,0.0003737540955239154,0.009104410807291666,0.04475172208913136,221037,591396864,895,98304,1024,True,True
upair5g_lmmse,8.0,3.180605299929355e-06,7.120768229166667e-05,0.006907510343808099,1881,591396864,7,98304,1024,True,False
perfect_csi_lmmse,8.0,2.7392772918051864e-07,2.0345052083333332e-05,0.0,162,591396864,2,98304,1024,True,False
baseline_ls_lmmse,9.0,0.00011924818052467725,0.0026041666666666665,0.031500862205575686,70523,591396864,256,98304,1024,True,True
baseline_ddcpe_ls_lmmse,9.0,1.3463040615649934e-05,0.000244140625,0.025160901923300116,7962,591396864,24,98304,1024,True,True
paper_cfgres_phaseaware_ls_lmmse,9.0,0.00016936342766944398,0.004262288411458333,0.0427743262189324,100161,591396864,419,98304,1024,True,True
upair5g_lmmse,9.0,0.0,0.0,0.006103913422066398,0,591396864,0,98304,1024,False,False
perfect_csi_lmmse,9.0,0.0,0.0,0.0,0,591396864,0,98304,1024,False,False
baseline_ls_lmmse,10.0,5.323667052789783e-05,0.0011494954427083333,0.028148414865427185,31484,591396864,113,98304,1024,True,True
baseline_ddcpe_ls_lmmse,10.0,6.20395579236619e-06,0.0001220703125,0.02152796969676274,3669,591396864,12,98304,1024,True,False
paper_cfgres_phaseaware_ls_lmmse,10.0,0.00011922619866986647,0.00250244140625,0.041249393831094494,70510,591396864,246,98304,1024,True,True
upair5g_lmmse,10.0,0.0,0.0,0.005451640176033834,0,591396864,0,98304,1024,False,False
perfect_csi_lmmse,10.0,0.0,0.0,0.0,0,591396864,0,98304,1024,False,False
baseline_ls_lmmse,11.0,3.570022312461907e-05,0.000701904296875,0.02553525303119386,21113,591396864,69,98304,1024,True,True
baseline_ddcpe_ls_lmmse,11.0,6.726447572099402e-06,8.138020833333333e-05,0.018721858814387815,3978,591396864,8,98304,1024,True,False
paper_cfgres_phaseaware_ls_lmmse,11.0,8.519828742277538e-05,0.0015869140625,0.04013462467264617,50386,591396864,156,98304,1024,True,True
upair5g_lmmse,11.0,0.0,0.0,0.004911972469926695,0,591396864,0,98304,1024,False,False
perfect_csi_lmmse,11.0,0.0,0.0,0.0,0,591396864,0,98304,1024,False,False
baseline_ls_lmmse,12.0,1.6679155065658245e-05,0.0003763834635416667,0.023419739056407707,9864,591396864,37,98304,1024,True,True
baseline_ddcpe_ls_lmmse,12.0,2.039239761677194e-06,3.0517578125e-05,0.016469741753098788,1206,591396864,3,98304,1024,True,False
paper_cfgres_phaseaware_ls_lmmse,12.0,6.950831582360234e-05,0.0011800130208333333,0.03922506680828519,41107,591396864,116,98304,1024,True,True
upair5g_lmmse,12.0,0.0,0.0,0.004466515479634836,0,591396864,0,98304,1024,False,False
perfect_csi_lmmse,12.0,0.0,0.0,0.0,0,591396864,0,98304,1024,False,False
